Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
"QM34+9W Swan Bay VIC, Australia",-38.246510145773705,144.65731171617333,Apartment,2,3,2,"$1,060,615",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 169,+61 438 138 903,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.246510145773705,144.65731171617333&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M8PH+XV Cowangie VIC, Australia",-35.31259951641101,141.32972072745793,Apartment,2,1,1,"$1,216,833",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 414,+61 498 657 679,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.31259951641101,141.32972072745793&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"636R+G5 Rennie NSW, Australia",-35.788714928563834,146.0904258329192,House,2,2,1,"$1,544,333",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 879,+61 448 348 577,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.788714928563834,146.0904258329192&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"25QH+97 Mumbannar VIC, Australia",-37.96162451121139,141.17814747800142,Apartment,2,1,1,"$1,475,140",,A beautiful property located in the heart of VIC.,Agent 900,+61 444 345 184,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.96162451121139,141.17814747800142&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG7WVHV+8R,-39.07169158684354,145.89459912812328,Unit,2,2,2,"$779,066",,A beautiful property located in the heart of VIC.,Agent 445,+61 415 224 118,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.07169158684354,145.89459912812328&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ457VJ+QF,-34.805611852463684,142.28123978039278,Unit,5,1,2,"$936,460",,A beautiful property located in the heart of VIC.,Agent 316,+61 413 173 973,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.805611852463684,142.28123978039278&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3C68V+J5,-34.58349766242493,141.24299878306084,House,5,1,2,"$845,061",,A beautiful property located in the heart of VIC.,Agent 330,+61 442 625 283,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.58349766242493,141.24299878306084&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"99R8+79 Toora North VIC, Australia",-38.60932458206817,146.36595131572403,Apartment,3,3,1,"$619,190",,A beautiful property located in the heart of VIC.,Agent 927,+61 449 924 673,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.60932458206817,146.36595131572403&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WC2P+7X Leslie Manor VIC, Australia",-38.099346393093,143.4373964120892,Apartment,5,2,2,"$1,632,966",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 107,+61 413 833 363,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.099346393093,143.4373964120892&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W3XH+WH Brumby VIC, Australia",-37.05013996855191,148.07898582857598,Unit,3,3,3,"$1,624,547",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 455,+61 407 492 125,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.05013996855191,148.07898582857598&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9887+7H Moorilim VIC, Australia",-36.63426065562133,145.31396898909588,Apartment,3,1,1,"$1,434,967",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 432,+61 440 478 426,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.63426065562133,145.31396898909588&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ6QMHX+W9,-34.220241074611195,144.69839762954297,House,5,3,3,"$815,183",,A beautiful property located in the heart of VIC.,Agent 685,+61 496 267 350,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.220241074611195,144.69839762954297&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"76X7+P4 Wangie VIC, Australia",-35.70063382408572,143.21282528834277,Unit,1,2,3,"$1,921,507",,A beautiful property located in the heart of VIC.,Agent 709,+61 401 269 908,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.70063382408572,143.21282528834277&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH6FH5Q+R5,-38.54045429791237,144.58788498129405,Apartment,3,3,2,"$966,952",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 178,+61 404 676 837,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.54045429791237,144.58788498129405&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JVRC+HQ Goongerah VIC, Australia",-37.35858696694673,148.87192264492666,Apartment,2,3,1,"$1,996,882",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 761,+61 485 775 399,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.35858696694673,148.87192264492666&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Karalee, 275 Tungamah Main Rd, Tungamah VIC 3728, Australia",-36.15908577910372,145.93724135313653,House,3,3,2,"$941,647",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 988,+61 448 300 591,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.15908577910372,145.93724135313653&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6XHJ+J3 Hamilton VIC, Australia",-37.77098898290887,141.98015418848712,House,4,3,1,"$1,084,512",Sun 03 Nov 03:05 AM,A beautiful property located in the heart of VIC.,Agent 537,+61 445 170 784,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.77098898290887,141.98015418848712&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9QGF+CX Deniliquin NSW, Australia",-35.62387574444111,144.77488950038895,Apartment,2,3,3,"$1,383,357",,A beautiful property located in the heart of VIC.,Agent 427,+61 433 239 904,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.62387574444111,144.77488950038895&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F456+F5 Yalla-Y-Poora VIC, Australia",-37.54133050969342,143.1104095450026,Unit,3,1,3,"$1,528,161",,A beautiful property located in the heart of VIC.,Agent 711,+61 454 542 260,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.54133050969342,143.1104095450026&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FMMP+F6 The Cove VIC, Australia",-38.516255462295156,142.6855387428445,Unit,3,3,2,"$1,115,249",,A beautiful property located in the heart of VIC.,Agent 712,+61 401 403 678,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.516255462295156,142.6855387428445&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH34V7W+MQ,-38.88577517948078,141.8969254073185,House,4,1,3,"$1,622,536",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 129,+61 474 979 766,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.88577517948078,141.8969254073185&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9384+6W Neuarpurr VIC, Australia",-36.63440259190223,141.05735047600635,Apartment,4,3,3,"$1,124,042",,A beautiful property located in the heart of VIC.,Agent 293,+61 482 298 932,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.63440259190223,141.05735047600635&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RM3XFG6+6G,-36.02445751021352,141.46131119585516,Apartment,4,1,2,"$1,153,360",,A beautiful property located in the heart of VIC.,Agent 224,+61 467 717 359,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.02445751021352,141.46131119585516&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ36HM7+WX,-34.765227359590995,141.564935339972,Unit,2,3,2,"$912,340",,A beautiful property located in the heart of VIC.,Agent 160,+61 417 665 439,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.765227359590995,141.564935339972&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH28X7W+77,-38.686831843810374,140.99564874142598,Unit,4,3,2,"$1,472,625",,A beautiful property located in the heart of VIC.,Agent 105,+61 466 995 685,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.686831843810374,140.99564874142598&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QXGC+V9 Mount Adrah NSW, Australia",-35.22277623769692,147.97089310724232,House,4,2,2,"$1,753,502",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 616,+61 495 858 142,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.22277623769692,147.97089310724232&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"944 Hawkers Rd, Waaia VIC 3637, Australia",-36.012364728178376,145.28978964012697,Apartment,5,3,3,"$1,756,519",,A beautiful property located in the heart of VIC.,Agent 812,+61 452 121 100,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.012364728178376,145.28978964012697&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3VRR+HC Boomanoomana NSW, Australia",-35.90862014003085,145.89109187586624,Unit,4,3,2,"$1,424,745",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 586,+61 462 418 425,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.90862014003085,145.89109187586624&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WRCG+VP Tabbita NSW, Australia",-34.077774198652456,145.82678467817576,Unit,1,3,2,"$1,207,297",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 151,+61 453 368 852,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.077774198652456,145.82678467817576&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HF2J+WR Yalmy VIC, Australia",-37.44768085296946,148.48208501668842,Apartment,3,3,1,"$1,834,201",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 730,+61 484 671 844,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.44768085296946,148.48208501668842&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G3W5+3H Lake Mundi VIC, Australia",-37.4547534974565,141.05889682033745,Apartment,1,1,2,"$670,816",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 305,+61 410 605 476,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.4547534974565,141.05889682033745&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GH38+V2 Gisborne VIC, Australia",-37.495272200265035,144.56508202581057,Unit,4,1,3,"$758,217",,A beautiful property located in the heart of VIC.,Agent 801,+61 431 819 799,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.495272200265035,144.56508202581057&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH92V6F+32,-38.98983479299424,147.87250566694166,House,4,1,3,"$1,358,498",,A beautiful property located in the heart of VIC.,Agent 555,+61 424 606 933,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.98983479299424,147.87250566694166&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"79VV+WJ Agnes VIC, Australia",-38.70523014470566,146.39408831717574,Unit,2,3,3,"$503,250",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 515,+61 462 825 416,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.70523014470566,146.39408831717574&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH38875+FG,-38.68628729208677,141.30876839442007,House,2,1,3,"$1,566,477",,A beautiful property located in the heart of VIC.,Agent 785,+61 485 612 659,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.68628729208677,141.30876839442007&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9VVX9+8P,-39.101697060753004,147.8692755348697,Unit,5,1,2,"$743,440",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 551,+61 482 525 636,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.101697060753004,147.8692755348697&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QJFW+GJ Heathmere VIC, Australia",-38.22621835141316,141.64657886045487,Unit,1,2,1,"$1,787,887",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 109,+61 451 180 583,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.22621835141316,141.64657886045487&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"75 River Rd, Kyalite NSW 2715, Australia",-34.9520294694272,143.47936039887537,Apartment,3,3,2,"$1,359,138",,A beautiful property located in the heart of VIC.,Agent 554,+61 490 969 275,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.9520294694272,143.47936039887537&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"93C8+RC Lorne VIC, Australia",-38.6279918766807,144.06605839627295,Unit,3,3,2,"$1,385,313",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 647,+61 466 276 291,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.6279918766807,144.06605839627295&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WV36+45 Mortlake VIC, Australia",-38.097242710656396,142.86046298751913,Apartment,4,1,2,"$835,284",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 725,+61 480 114 806,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.097242710656396,142.86046298751913&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH52H3M+P3,-38.9956540168283,143.58269098297424,House,4,3,3,"$1,741,172",,A beautiful property located in the heart of VIC.,Agent 336,+61 483 398 733,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.9956540168283,143.58269098297424&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VWGG+92 Warburn NSW, Australia",-34.124065887699906,145.9250295654513,House,3,2,2,"$1,795,510",,A beautiful property located in the heart of VIC.,Agent 944,+61 464 174 689,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.124065887699906,145.9250295654513&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MF84+JH Yea VIC, Australia",-37.33343777201421,145.45643731533752,Apartment,4,3,1,"$1,071,344",,A beautiful property located in the heart of VIC.,Agent 368,+61 469 750 306,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.33343777201421,145.45643731533752&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RCRC+FJ Nareewillock VIC, Australia",-36.15885201874992,143.42151916727488,Unit,5,3,1,"$558,420",,A beautiful property located in the heart of VIC.,Agent 638,+61 442 814 523,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.15885201874992,143.42151916727488&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H5M7+MV Mooralla VIC, Australia",-37.41586585920678,142.16473952017088,Apartment,3,1,2,"$1,394,604",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 527,+61 448 648 397,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.41586585920678,142.16473952017088&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5W4X+2H Mannus NSW, Australia",-35.844984010659296,147.9489875087309,Unit,3,3,3,"$1,722,986",,A beautiful property located in the heart of VIC.,Agent 201,+61 419 901 566,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.844984010659296,147.9489875087309&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VQR9+J9 Manangatang VIC, Australia",-35.108472967151,142.76838702704967,Unit,3,2,1,"$1,131,745",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 688,+61 471 579 309,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.108472967151,142.76838702704967&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4X69+43 Whirily VIC, Australia",-35.889710829457,142.96763060503454,Unit,5,1,3,"$992,391",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 893,+61 487 613 388,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.889710829457,142.96763060503454&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VR6C+CP Ombersley VIC, Australia",-38.1389433212843,143.82182995678616,Unit,4,2,1,"$1,304,568",,A beautiful property located in the heart of VIC.,Agent 594,+61 481 363 878,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.1389433212843,143.82182995678616&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VF2W+93 Corrong NSW, Australia",-34.14901436834704,144.49516292869998,House,1,1,1,"$1,798,545",,A beautiful property located in the heart of VIC.,Agent 482,+61 438 961 701,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.14901436834704,144.49516292869998&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH82QW9+8J,-38.95415168227331,146.76909307104015,Apartment,5,3,1,"$1,427,843",,A beautiful property located in the heart of VIC.,Agent 630,+61 474 657 435,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.95415168227331,146.76909307104015&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G9Q2+72 Mayrung NSW, Australia",-35.461782790063026,145.35012167145283,House,1,2,3,"$1,252,937",,A beautiful property located in the heart of VIC.,Agent 570,+61 468 878 577,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.461782790063026,145.35012167145283&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PMHV+8R Bonang VIC, Australia",-37.27163817930732,148.69452171881207,House,5,1,2,"$470,312",,A beautiful property located in the heart of VIC.,Agent 447,+61 430 667 196,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.27163817930732,148.69452171881207&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q6MV+RF Kaniva VIC, Australia",-36.21539720293136,141.24365679206588,Apartment,1,3,3,"$1,387,211",Sun 03 Nov 03:06 AM,A beautiful property located in the heart of VIC.,Agent 282,+61 430 418 356,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.21539720293136,141.24365679206588&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VP5V+GC Borambola NSW, Australia",-35.14116615897861,147.74360734744425,Apartment,5,3,2,"$677,289",,A beautiful property located in the heart of VIC.,Agent 251,+61 453 186 810,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.14116615897861,147.74360734744425&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG5V4C3+VJ,-39.12780237970398,143.10401681845224,House,3,3,2,"$862,813",,A beautiful property located in the heart of VIC.,Agent 941,+61 421 771 377,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.12780237970398,143.10401681845224&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8CX6+GH Skipton VIC, Australia",-37.65116213885428,143.41146869607667,Unit,5,2,3,"$538,206",,A beautiful property located in the heart of VIC.,Agent 220,+61 489 873 794,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.65116213885428,143.41146869607667&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4CPH+32 Strathmerton VIC, Australia",-35.8648185076841,145.42756074404738,Apartment,1,2,1,"$842,265",,A beautiful property located in the heart of VIC.,Agent 603,+61 416 243 368,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.8648185076841,145.42756074404738&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG6RQ4X+45,-39.19463984699988,144.79797109714917,House,3,2,1,"$1,808,235",,A beautiful property located in the heart of VIC.,Agent 813,+61 439 887 107,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.19463984699988,144.79797109714917&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Murray Valley Regional Park - Deniliquin, River Dr, Deniliquin NSW 2710, Australia",-35.54484743070561,144.98187432921398,House,3,1,1,"$1,571,951",,A beautiful property located in the heart of VIC.,Agent 529,+61 459 316 917,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.54484743070561,144.98187432921398&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
